epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,104.797,0.71147,0.52442,0.91758,0.9384,0.69516,0.7978,0.58585,0.80969,0.49339,0.99225,0.000523586,0.000523586,0.000523586
66,106.406,0.68206,0.50328,0.93508,0.967,0.68076,0.80335,0.58297,0.82723,0.49176,0.97293,0.000509438,0.000509438,0.000509438
67,107.935,0.6731,0.49535,0.92718,0.84688,0.82296,0.84494,0.58292,0.80554,0.4807,0.98908,0.000495291,0.000495291,0.000495291
68,109.615,0.68142,0.49653,0.9193,0.88155,0.74663,0.83587,0.56948,0.79774,0.48556,0.9726,0.000481144,0.000481144,0.000481144
69,111.172,0.67883,0.54364,0.92865,0.96544,0.71953,0.84536,0.58202,0.79507,0.47172,0.97276,0.000466997,0.000466997,0.000466997
70,112.736,0.66391,0.49029,0.9149,0.98389,0.72915,0.83462,0.58795,0.79762,0.47581,0.97709,0.00045285,0.00045285,0.00045285
71,114.317,0.67187,0.50622,0.91905,0.87996,0.77112,0.81448,0.58164,0.77494,0.47147,0.97012,0.000438703,0.000438703,0.000438703
72,115.913,0.65402,0.47487,0.91655,0.87872,0.77112,0.82744,0.58131,0.80182,0.47613,0.97451,0.000424556,0.000424556,0.000424556
73,117.477,0.66758,0.48989,0.89509,0.87567,0.77999,0.81255,0.57962,0.75737,0.46389,0.97163,0.000410409,0.000410409,0.000410409
74,119.029,0.66688,0.50874,0.9088,0.87573,0.7765,0.8179,0.58252,0.76682,0.44568,0.96345,0.000396262,0.000396262,0.000396262
75,120.546,0.62257,0.48728,0.91697,0.8727,0.7765,0.8344,0.58453,0.80644,0.45834,0.97711,0.000382115,0.000382115,0.000382115
76,122.159,0.65454,0.48522,0.89559,0.82631,0.78389,0.82956,0.57257,0.83505,0.45694,1.01274,0.000367967,0.000367967,0.000367967
77,123.702,0.67388,0.46804,0.90348,0.96641,0.68984,0.82947,0.5728,0.81085,0.45082,0.98643,0.00035382,0.00035382,0.00035382
78,125.271,0.61905,0.48241,0.91263,0.81734,0.79215,0.84197,0.57835,0.83039,0.45133,0.99797,0.000339673,0.000339673,0.000339673
79,126.87,0.59419,0.43924,0.89561,0.84428,0.82834,0.82857,0.58696,0.8035,0.43559,0.99057,0.000325526,0.000325526,0.000325526
80,128.45,0.57257,0.41818,0.88784,0.83872,0.82296,0.83038,0.58877,0.79798,0.44199,0.99862,0.000311379,0.000311379,0.000311379
81,130.01,0.60384,0.44963,0.8888,0.84423,0.8222,0.83824,0.57927,0.81107,0.43911,1.01666,0.000297232,0.000297232,0.000297232
82,131.616,0.60736,0.43905,0.90156,0.87971,0.77617,0.85019,0.58521,0.81327,0.45217,1.01138,0.000283085,0.000283085,0.000283085
83,133.133,0.62032,0.4603,0.90262,0.87974,0.74283,0.83337,0.57598,0.79758,0.46126,0.99685,0.000268938,0.000268938,0.000268938
84,134.694,0.65235,0.48062,0.92179,0.9612,0.69735,0.83123,0.56138,0.79103,0.45865,1.00114,0.000254791,0.000254791,0.000254791
85,136.214,0.60004,0.44465,0.88548,0.9476,0.69969,0.83548,0.56681,0.79696,0.44193,0.99913,0.000240644,0.000240644,0.000240644
86,137.777,0.60481,0.43773,0.89895,0.96157,0.69828,0.83117,0.58943,0.80967,0.43622,1.00247,0.000226497,0.000226497,0.000226497
87,139.329,0.595,0.43656,0.8824,0.97623,0.69432,0.81721,0.58019,0.8205,0.44537,1.01067,0.000212349,0.000212349,0.000212349
88,140.919,0.65665,0.44097,0.91555,0.98122,0.6935,0.80977,0.58588,0.80848,0.44471,0.98881,0.000198202,0.000198202,0.000198202
89,142.469,0.59028,0.43124,0.88996,0.91366,0.74131,0.81335,0.59179,0.79857,0.43698,0.9808,0.000184055,0.000184055,0.000184055
90,144.214,0.56859,0.42093,0.89037,0.84169,0.7994,0.80359,0.58062,0.81609,0.4388,0.98999,0.000169908,0.000169908,0.000169908
91,146.612,0.49508,0.36574,0.81549,0.97551,0.73718,0.82109,0.5717,0.82239,0.4568,1.01524,0.000155761,0.000155761,0.000155761
92,148.141,0.50575,0.37041,0.83549,0.98225,0.72788,0.80785,0.56144,0.82423,0.4751,1.0071,0.000141614,0.000141614,0.000141614
93,149.684,0.45617,0.35642,0.81009,0.98714,0.72628,0.80411,0.55955,0.83989,0.48297,0.99767,0.000127467,0.000127467,0.000127467
94,151.202,0.47643,0.35849,0.818,0.87576,0.74078,0.79542,0.55378,0.8245,0.48562,1.01163,0.00011332,0.00011332,0.00011332
95,152.712,0.49842,0.35134,0.83753,0.88454,0.74428,0.79429,0.56551,0.82125,0.48448,1.01679,9.91726e-05,9.91726e-05,9.91726e-05
96,154.281,0.49289,0.34102,0.82647,0.87915,0.75154,0.79415,0.56758,0.82927,0.47812,1.01138,8.50255e-05,8.50255e-05,8.50255e-05
97,155.789,0.48021,0.34459,0.829,0.87835,0.74971,0.79638,0.56504,0.83064,0.47671,1.01047,7.08784e-05,7.08784e-05,7.08784e-05
98,157.382,0.46739,0.33018,0.82825,0.87929,0.7488,0.79738,0.56476,0.82459,0.47492,1.01116,5.67313e-05,5.67313e-05,5.67313e-05
99,158.899,0.4607,0.33316,0.82284,0.86667,0.77007,0.80185,0.5647,0.81627,0.46746,1.01193,4.25842e-05,4.25842e-05,4.25842e-05
100,160.576,0.50333,0.34669,0.8235,0.85343,0.78001,0.80196,0.56482,0.8097,0.46822,1.01208,2.84371e-05,2.84371e-05,2.84371e-05
